City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Puerto Escondido,MX,2020-02-21 23:47:38,15.85,-97.07,86.0,79,5,9.17
297,Houlton,US,2020-02-21 23:47:38,46.13,-67.84,17.6,34,1,6.93
298,Tha Chang,TH,2020-02-21 23:47:38,9.26,99.19,71.6,94,20,0.36
299,Caconda,AO,2020-02-21 23:47:38,-13.73,15.07,62.35,94,93,2.24
300,Poum,NC,2020-02-21 23:47:39,-20.23,164.02,80.76,77,2,15.95
301,Altay,CN,2020-02-21 23:47:39,47.87,88.12,17.15,53,17,4.65
302,Marawi,PH,2020-02-21 23:47:39,8.0,124.29,73.0,71,0,4.0
303,Kharp,RU,2020-02-21 23:47:39,66.8,65.81,6.06,73,8,5.77
304,Biscarrosse,FR,2020-02-21 23:47:39,44.39,-1.17,39.99,86,55,3.18
305,Teguise,ES,2020-02-21 23:47:40,29.06,-13.56,62.6,77,20,8.05
306,Kaseda,JP,2020-02-21 23:47:40,31.42,130.32,59.0,93,75,11.41
307,Aitape,PG,2020-02-21 23:47:40,-3.14,142.35,81.48,81,90,10.63
308,Dongli,CN,2020-02-21 23:47:40,23.57,116.82,55.4,100,0,2.24
309,Santa Cruz Del Norte,CU,2020-02-21 23:47:40,23.15,-81.92,73.4,88,75,19.46
310,Rawson,AR,2020-02-21 23:46:06,-43.3,-65.1,58.64,65,0,9.8
311,Odweyne,SO,2020-02-21 23:47:02,9.41,45.06,67.15,52,0,1.45
312,Marrakesh,MA,2020-02-21 23:47:41,31.63,-8.01,62.6,39,0,5.82
313,Krasnyy Chikoy,RU,2020-02-21 23:47:41,50.36,108.75,-5.49,97,25,1.92
314,Wucheng,CN,2020-02-21 23:47:42,29.6,118.17,48.0,89,3,4.21
315,Saint-Michel-Des-Saints,CA,2020-02-21 23:47:42,46.68,-73.92,21.0,7,91,3.0
316,Iquique,CL,2020-02-21 23:47:42,-20.22,-70.14,77.0,61,75,9.17
317,Lagoa,PT,2020-02-21 23:47:42,39.05,-27.98,60.31,80,44,7.54
318,Port Said,EG,2020-02-21 23:47:42,31.26,32.28,59.81,71,2,23.04
319,Aneby,SE,2020-02-21 23:47:42,57.84,14.81,41.0,93,100,18.34
320,Bodden Town,KY,2020-02-21 23:47:43,19.28,-81.25,82.4,74,40,6.93
321,Los Llanos De Aridane,ES,2020-02-21 23:47:43,28.66,-17.92,60.8,67,3,4.7
322,Alta,NO,2020-02-21 23:47:43,69.97,23.27,35.6,69,75,24.16
323,Lompoc,US,2020-02-21 23:47:43,34.64,-120.46,71.6,85,90,6.93
324,Ouadda,CF,2020-02-21 23:47:43,8.08,22.4,73.92,20,0,6.11
325,Vardo,NO,2020-02-21 23:47:44,70.37,31.11,33.8,80,75,28.86
326,Avera,US,2020-02-21 23:47:44,33.19,-82.53,46.4,45,1,3.36
327,Grenaa,DK,2020-02-21 23:47:44,56.42,10.88,44.6,100,100,10.29
328,Diamantino,BR,2020-02-21 23:47:44,-14.41,-56.45,74.77,92,93,3.18
329,Beyneu,KZ,2020-02-21 23:47:28,45.32,55.2,33.19,90,49,3.8
330,Norrkoping,SE,2020-02-21 23:46:34,58.59,16.18,44.6,75,100,18.34
331,Kropotkin,RU,2020-02-21 23:47:45,45.44,40.58,37.98,85,99,7.9
332,Kamaishi,JP,2020-02-21 23:47:45,39.27,141.88,33.8,86,75,1.12
333,Vallenar,CL,2020-02-21 23:47:45,-28.57,-70.76,59.13,90,0,5.3
334,Baykit,RU,2020-02-21 23:47:45,61.67,96.37,10.67,96,91,1.07
335,Cabo San Lucas,MX,2020-02-21 23:47:35,22.89,-109.91,82.99,53,40,8.05
336,Pendleton,US,2020-02-21 23:47:45,45.67,-118.79,55.0,34,1,4.7
337,Mildura,AU,2020-02-21 23:47:46,-34.2,142.15,69.01,48,0,10.29
338,Hattiesburg,US,2020-02-21 23:47:46,31.33,-89.29,48.2,45,1,8.05
339,Mahina,PF,2020-02-21 23:47:46,-17.51,-149.49,87.8,62,20,5.82
340,Vila,PT,2020-02-21 23:47:46,42.03,-8.16,55.0,71,0,4.7
341,Mavrovi Anovi,MK,2020-02-21 23:47:47,41.7,20.76,31.64,73,81,2.06
342,Tuatapere,NZ,2020-02-21 23:47:47,-46.13,167.68,54.0,79,82,11.01
343,Bonfim,BR,2020-02-21 23:47:47,3.08,-59.95,87.62,38,51,8.37
344,Lakatoro,VU,2020-02-21 23:47:47,-16.1,167.42,87.8,89,92,8.05
345,Ibirapitanga,BR,2020-02-21 23:47:47,-14.16,-39.37,71.51,99,49,2.13
346,Hengshui,CN,2020-02-21 23:47:47,37.73,115.7,35.51,28,0,4.14
347,Formosa,AR,2020-02-21 23:47:48,-26.18,-58.18,69.8,60,6,8.05
348,Korla,CN,2020-02-21 23:47:48,41.76,86.15,30.99,88,50,4.92
349,Geraldton,AU,2020-02-21 23:47:17,-28.77,114.6,69.8,94,40,18.34
350,Mantua,IT,2020-02-21 23:47:48,45.17,10.78,45.0,86,77,3.36
351,Hofn,IS,2020-02-21 23:47:10,64.25,-15.21,37.83,75,97,16.49
352,Sembakung,ID,2020-02-21 23:47:49,3.82,117.25,75.7,80,0,3.91
353,Mugur-Aksy,RU,2020-02-21 23:47:49,50.35,90.5,8.62,67,100,6.49
354,Maharajganj,IN,2020-02-21 23:47:49,27.13,83.57,59.11,84,36,9.35
355,Songjianghe,CN,2020-02-21 23:47:49,42.19,127.48,21.67,86,100,9.64
356,Lipari,IT,2020-02-21 23:47:49,38.47,14.95,54.0,87,40,4.7
357,Bardiyah,LY,2020-02-21 23:47:44,31.76,25.09,56.84,69,0,11.95
358,Nhulunbuy,AU,2020-02-21 23:47:50,-12.23,136.77,77.0,94,40,10.29
359,Santa Isabel Do Rio Negro,BR,2020-02-21 23:47:50,-0.41,-65.02,77.7,89,100,2.57
360,Cassilandia,BR,2020-02-21 23:43:04,-19.11,-51.73,73.53,94,98,4.32
361,Markova,UA,2020-02-21 23:47:50,48.68,24.41,27.46,95,100,3.49
362,Sisophon,KH,2020-02-21 23:47:50,13.59,102.97,69.53,69,0,5.53
363,El Viejo,NI,2020-02-21 23:47:51,12.66,-87.17,95.0,32,40,6.93
364,Verkhnevilyuysk,RU,2020-02-21 23:47:51,63.45,120.32,-3.48,98,92,2.77
365,Ust-Omchug,RU,2020-02-21 23:47:51,61.15,149.63,-19.05,93,4,2.51
366,Benemerito De Las Americas,MX,2020-02-21 23:47:51,16.52,-90.64,78.57,70,15,1.59
367,Ambilobe,MG,2020-02-21 23:47:52,-13.2,49.05,74.53,89,100,5.97
368,Komsomolskiy,UZ,2020-02-21 23:47:52,40.43,71.72,41.0,60,82,6.93
369,Kanniyakumari,IN,2020-02-21 23:47:52,8.08,77.57,80.51,79,3,27.96
370,Hovd,MN,2020-02-21 23:47:52,48.01,91.64,6.24,79,80,1.07
371,Virginia Beach,US,2020-02-21 23:46:39,36.85,-75.98,34.0,80,1,16.62
372,Krasnoselkup,RU,2020-02-21 23:47:52,65.7,82.47,8.85,95,100,10.85
373,Baragua,CU,2020-02-21 23:47:53,21.7,-78.63,76.8,74,79,7.58
374,Lata,PT,2020-02-21 23:47:53,40.16,-8.33,62.01,93,0,2.24
375,Port Hardy,CA,2020-02-21 23:45:34,50.7,-127.42,42.8,87,90,9.17
376,Port Keats,AU,2020-02-21 23:47:53,-14.25,129.55,88.74,65,100,9.78
377,Alofi,NU,2020-02-21 23:47:53,-19.06,-169.92,84.2,79,75,9.17
378,Rudnyy,KZ,2020-02-21 23:47:54,52.96,63.12,19.4,92,90,6.71
379,Mount Isa,AU,2020-02-21 23:47:42,-20.73,139.5,82.4,20,100,9.17
380,Manicore,BR,2020-02-21 23:47:54,-5.81,-61.3,74.46,98,99,2.26
381,Bajos De Haina,DO,2020-02-21 23:47:54,18.42,-70.03,80.6,74,20,3.44
382,Umm Kaddadah,SD,2020-02-21 23:47:54,13.6,26.69,63.82,17,16,12.33
383,Sackville,CA,2020-02-21 23:45:34,45.92,-64.38,21.0,31,5,5.82
384,Alenquer,BR,2020-02-21 23:47:55,-1.94,-54.74,75.2,100,75,3.36
385,Lamu,KE,2020-02-21 23:47:55,-2.27,40.9,80.92,84,92,14.09
386,Vostok,RU,2020-02-21 23:47:55,46.49,135.88,22.17,95,100,4.0
387,Batemans Bay,AU,2020-02-21 23:47:55,-35.72,150.18,66.0,69,94,1.59
388,Thanh Hoa,VN,2020-02-21 23:47:55,19.8,105.77,64.99,85,9,5.26
389,Bacolod,PH,2020-02-21 23:47:56,10.67,122.95,78.15,69,12,9.24
390,Iwanai,JP,2020-02-21 23:47:56,42.97,140.51,32.9,80,100,12.26
391,Maryville,US,2020-02-21 23:47:56,35.76,-83.97,41.0,47,1,2.55
392,Haapiti,PF,2020-02-21 23:47:56,-17.57,-149.87,87.8,62,20,5.82
393,Talea,RO,2020-02-21 23:47:57,45.22,25.55,34.0,92,53,4.56
394,Coruripe,BR,2020-02-21 23:47:57,-10.13,-36.18,81.1,81,12,12.39
395,Yangzhou,CN,2020-02-21 23:47:57,32.4,119.44,50.0,88,0,10.6
396,Purna,IN,2020-02-21 23:47:57,19.18,77.05,73.85,39,0,8.63
397,Alice Springs,AU,2020-02-21 23:47:57,-23.7,133.88,77.0,21,0,13.87
398,Safaga,EG,2020-02-21 23:47:58,26.73,33.94,56.39,42,0,8.25
399,Imbituba,BR,2020-02-21 23:47:58,-28.24,-48.67,69.8,73,75,9.17
400,Keningau,MY,2020-02-21 23:47:58,5.34,116.16,71.6,78,20,5.82
401,Yakeshi,CN,2020-02-21 23:47:58,49.28,120.73,-1.73,100,97,2.44
402,Dwarka,IN,2020-02-21 23:47:58,22.24,68.97,74.66,51,11,17.36
403,Erzin,TR,2020-02-21 23:47:58,36.96,36.2,50.0,100,75,12.75
404,Tagusao,PH,2020-02-21 23:47:59,9.19,117.81,76.87,79,11,12.59
405,Sambava,MG,2020-02-21 23:47:59,-14.27,50.17,70.45,96,100,2.62
406,Amahai,ID,2020-02-21 23:47:59,-3.33,128.92,82.54,75,87,10.11
407,Kahului,US,2020-02-21 23:47:59,20.89,-156.47,82.4,48,20,23.04
408,Itoman,JP,2020-02-21 23:47:59,26.12,127.67,64.4,88,20,2.24
409,Sorland,NO,2020-02-21 23:48:00,67.67,12.69,41.0,75,75,28.86
410,China,MX,2020-02-21 23:48:00,25.7,-99.23,55.96,40,30,9.78
411,Totness,SR,2020-02-21 23:48:00,5.88,-56.32,78.33,82,94,15.59
412,Kapuskasing,CA,2020-02-21 23:48:00,49.42,-82.43,35.6,55,75,21.92
413,Charlestown,AU,2020-02-21 23:48:01,-32.95,151.67,77.0,60,75,10.29
414,Bereda,ES,2020-02-21 23:47:43,43.27,-7.54,48.99,100,0,3.36
415,Nchelenge,ZM,2020-02-21 23:48:01,-9.35,28.73,71.49,87,100,3.42
416,Tura,IN,2020-02-21 23:46:58,25.52,90.22,66.83,58,100,2.91
417,Kautokeino,NO,2020-02-21 23:48:01,69.01,23.04,26.17,87,99,29.35
418,Tarko-Sale,RU,2020-02-21 23:48:02,64.92,77.78,1.0,87,76,13.82
419,Beloha,MG,2020-02-21 23:47:59,-25.17,45.05,74.93,85,81,5.12
420,Caravelas,BR,2020-02-21 23:47:40,-17.71,-39.25,81.63,85,0,16.98
421,Olafsvik,IS,2020-02-21 23:48:02,64.89,-23.71,31.3,77,100,30.91
422,Athabasca,CA,2020-02-21 23:45:29,54.72,-113.29,34.74,83,87,10.36
423,Pelym,RU,2020-02-21 23:48:02,61.01,62.0,9.73,89,40,3.69
424,Belaya Gora,RU,2020-02-21 23:48:03,68.53,146.42,-12.03,88,97,2.06
425,Nyurba,RU,2020-02-21 23:48:03,63.28,118.33,-4.99,99,85,2.1
426,Yumen,CN,2020-02-21 23:48:03,40.28,97.2,24.1,44,51,5.23
427,Lavrentiya,RU,2020-02-21 23:47:11,65.58,-171.0,-12.91,83,0,2.57
428,Salvador,SV,2020-02-21 23:44:22,13.83,-88.92,87.8,42,6,14.99
429,Estepa,ES,2020-02-21 23:48:04,37.29,-4.88,54.0,87,98,2.24
430,Katsuura,JP,2020-02-21 23:47:47,35.13,140.3,57.99,87,20,3.36
431,Puerto Madryn,AR,2020-02-21 23:48:04,-42.77,-65.04,54.68,62,0,9.26
432,Chanika,TZ,2020-02-21 23:48:04,-5.42,38.02,69.4,99,100,1.36
433,Brae,GB,2020-02-21 23:48:04,60.4,-1.35,42.8,75,83,25.28
434,Fuerte Olimpo,PY,2020-02-21 23:48:05,-21.04,-57.87,80.85,40,3,12.3
435,Oriximina,BR,2020-02-21 23:45:50,-1.77,-55.87,78.51,88,100,3.13
436,Sungaipenuh,ID,2020-02-21 23:48:05,-2.08,101.38,63.37,93,84,4.76
437,Half Moon Bay,US,2020-02-21 23:47:37,37.46,-122.43,72.0,36,75,3.36
438,Sao Filipe,CV,2020-02-21 23:47:20,14.9,-24.5,69.08,80,25,18.3
439,Dingtao,CN,2020-02-21 23:48:06,35.07,115.56,39.18,29,0,6.13
440,Port Lincoln,AU,2020-02-21 23:48:06,-34.73,135.87,65.93,67,77,11.39
441,Assomada,CV,2020-02-21 23:48:06,15.1,-23.68,69.8,73,20,19.46
442,Homer,US,2020-02-21 23:48:06,59.64,-151.55,26.01,79,90,3.36
443,Hrodna,BY,2020-02-21 23:48:06,53.69,23.83,34.0,94,24,7.61
444,Bartica,GY,2020-02-21 23:48:07,6.4,-58.62,78.8,83,20,6.93
445,Phangnga,TH,2020-02-21 23:48:07,8.45,98.53,75.2,83,20,2.24
446,Lander,US,2020-02-21 23:48:07,42.83,-108.73,23.0,67,1,2.57
447,Kuloy,RU,2020-02-21 23:48:07,61.03,42.49,33.96,87,100,11.79
448,Ville-Marie,CA,2020-02-21 23:48:07,47.33,-79.43,28.4,68,1,23.04
449,Vila Velha,BR,2020-02-21 23:45:45,-20.33,-40.29,80.6,83,75,12.75
450,Lewiston,US,2020-02-21 23:48:08,44.1,-70.21,26.6,53,1,5.82
451,Monterey,US,2020-02-21 23:45:03,36.25,-121.25,70.0,32,1,4.7
452,Kitob,UZ,2020-02-21 23:48:08,39.08,66.83,40.19,85,25,2.75
453,Jardim,BR,2020-02-21 23:48:08,-21.48,-56.14,74.43,76,74,5.08
454,Jacarezinho,BR,2020-02-21 23:46:03,-23.16,-49.97,72.75,95,97,4.07
455,Kaeo,NZ,2020-02-21 23:48:09,-35.1,173.78,77.0,78,98,13.0
456,Ayacucho,PE,2020-02-21 23:48:09,-13.16,-74.22,62.6,59,90,2.24
457,Kedougou,SN,2020-02-21 23:48:09,12.56,-12.17,83.07,17,87,3.89
458,Lulea,SE,2020-02-21 23:48:09,65.58,22.15,33.8,86,75,14.99
459,Abaza,RU,2020-02-21 23:48:10,52.66,90.09,21.63,82,100,5.86
460,Sao Jose Da Coroa Grande,BR,2020-02-21 23:48:10,-8.9,-35.15,82.24,78,68,12.88
461,Honiara,SB,2020-02-21 23:47:54,-9.43,159.95,89.6,66,40,4.7
462,Ayagoz,KZ,2020-02-21 23:48:10,47.97,80.44,21.51,67,100,2.48
463,Oranjestad,AW,2020-02-21 23:45:56,12.52,-70.03,80.6,69,20,18.34
464,Clyde River,CA,2020-02-21 23:48:10,70.47,-68.59,-22.0,82,5,5.82
465,Necochea,AR,2020-02-21 23:48:11,-38.55,-58.74,57.99,70,28,11.01
466,Watsa,CD,2020-02-21 23:48:11,3.04,29.54,69.15,60,60,1.45
467,Lityn,UA,2020-02-21 23:48:11,49.33,28.08,35.94,92,98,4.38
468,Ragandang,PH,2020-02-21 23:48:11,6.66,124.12,80.11,59,6,3.11
469,Nouna,BF,2020-02-21 23:48:11,12.73,-3.87,78.13,11,46,7.14
470,Nome,US,2020-02-21 23:48:12,64.5,-165.41,-2.2,58,1,5.57
471,Itarare,BR,2020-02-21 23:44:05,-24.11,-49.33,68.0,99,5,1.01
472,Sainte-Suzanne,RE,2020-02-21 23:48:12,-20.91,55.61,77.0,78,90,11.41
473,Fukue,JP,2020-02-21 23:48:12,32.69,128.84,55.4,81,75,8.05
474,Lima,PE,2020-02-21 23:43:49,-12.04,-77.03,80.6,65,100,10.29
475,Sande,DE,2020-02-21 23:48:12,53.5,8.01,48.0,81,75,23.04
476,Anju,KP,2020-02-21 23:48:13,39.62,125.66,32.2,89,93,10.38
477,Digha,IN,2020-02-21 23:48:13,21.68,87.55,73.13,66,52,5.75
478,Aripuana,BR,2020-02-21 23:48:13,-9.17,-60.63,73.44,99,97,2.37
479,Nizhniy Tsasuchey,RU,2020-02-21 23:48:13,50.52,115.13,9.63,83,0,6.46
480,Floro,NO,2020-02-21 23:48:13,61.6,5.03,42.8,87,100,23.04
481,Port Hedland,AU,2020-02-21 23:47:34,-20.32,118.57,82.4,83,36,8.05
482,Morehead,US,2020-02-21 23:48:14,37.27,-87.18,37.4,47,1,3.2
483,Atambua,ID,2020-02-21 23:48:14,-9.11,124.89,79.97,79,74,0.74
484,Hakkari,TR,2020-02-21 23:48:14,37.58,44.17,25.97,97,100,1.92
485,Sioux Lookout,CA,2020-02-21 23:47:17,50.1,-91.92,35.6,47,20,6.93
486,Kaberamaido,UG,2020-02-21 23:48:15,1.74,33.16,80.37,53,68,12.77
487,Katobu,ID,2020-02-21 23:48:15,-4.94,122.53,79.63,88,89,4.0
488,Lorengau,PG,2020-02-21 23:48:15,-2.02,147.27,83.46,74,52,8.86
489,Berlevag,NO,2020-02-21 23:48:15,70.86,29.09,24.8,100,33,32.21
490,Karratha,AU,2020-02-21 23:47:01,-20.74,116.85,81.88,78,60,10.58
491,Oyama,JP,2020-02-21 23:47:43,36.3,139.8,54.0,93,75,6.93
492,Aksarka,RU,2020-02-21 23:48:16,66.56,67.8,2.79,85,0,11.25
493,Jaru,BR,2020-02-21 23:48:16,-10.44,-62.47,74.93,94,99,1.72
494,Mattawa,US,2020-02-21 23:48:16,46.74,-119.9,52.0,37,1,2.33
495,Puerto Lempira,HN,2020-02-21 23:48:16,15.27,-83.77,82.4,74,40,5.82
496,Vao,NC,2020-02-21 23:47:38,-22.67,167.48,79.48,72,10,10.29
497,Assiniboia,CA,2020-02-21 23:48:17,49.63,-105.98,27.39,72,29,10.0
498,Sosva,RU,2020-02-21 23:48:17,59.18,61.86,17.67,97,24,2.28
499,Aklavik,CA,2020-02-21 23:44:03,68.22,-135.01,3.2,84,90,9.17
500,Massakory,TD,2020-02-21 23:48:17,13.0,15.73,74.98,15,21,15.97
501,Cachoeira Do Sul,BR,2020-02-21 23:48:17,-30.04,-52.89,62.74,54,3,5.32
502,Fort Saint James,CA,2020-02-21 23:48:17,54.43,-124.25,33.21,98,83,3.42
503,Laredo,US,2020-02-21 23:48:18,27.51,-99.51,60.8,38,1,7.85
504,Santa Cruz,BO,2020-02-21 23:47:02,-17.8,-63.17,73.4,83,75,19.46
505,Aborlan,PH,2020-02-21 23:48:18,9.44,118.55,77.0,83,40,6.93
506,Ahvaz,IR,2020-02-21 23:48:18,31.32,48.67,57.2,87,0,2.24
507,Marsh Harbour,BS,2020-02-21 23:47:23,26.54,-77.06,69.75,79,55,27.94
508,Valparaiso,CL,2020-02-21 23:48:19,-33.04,-71.63,64.4,77,4,5.82
509,Iskateley,RU,2020-02-21 23:48:08,67.68,53.15,18.88,87,72,21.59
510,Vostochnyy,RU,2020-02-21 23:48:19,55.82,37.87,36.0,80,80,6.71
511,Araraquara,BR,2020-02-21 23:44:36,-21.79,-48.18,70.27,93,99,1.77
512,Maraa,BR,2020-02-21 23:48:19,-1.83,-65.37,76.73,94,100,1.99
513,Gouyave,GD,2020-02-21 23:48:19,12.16,-61.73,78.8,78,20,12.75
514,Port Macquarie,AU,2020-02-21 23:46:53,-31.43,152.92,73.99,94,90,6.93
515,Kysyl-Syr,RU,2020-02-21 23:48:20,63.9,122.76,-2.65,98,100,2.55
516,Bengkulu,ID,2020-02-21 23:47:12,-3.8,102.27,74.16,86,2,3.6
517,Pemangkat,ID,2020-02-21 23:48:20,1.17,108.97,76.32,90,94,10.45
518,Elko,US,2020-02-21 23:48:21,41.0,-115.5,52.0,23,1,6.93
519,Chicama,PE,2020-02-21 23:48:21,-7.84,-79.15,75.2,83,75,8.05
520,Cap-Aux-Meules,CA,2020-02-21 23:48:21,47.38,-61.86,8.6,71,20,9.17
521,Sirsa,IN,2020-02-21 23:48:21,29.53,75.02,53.4,82,0,5.37
522,Bac Lieu,VN,2020-02-21 23:48:21,9.29,105.72,73.2,75,0,9.78
523,Kendari,ID,2020-02-21 23:48:22,-3.94,122.5,78.98,87,100,0.72
524,Hare Bay,CA,2020-02-21 23:48:22,48.85,-54.01,10.4,60,20,17.22
525,Strezhevoy,RU,2020-02-21 23:48:22,60.73,77.59,26.6,86,90,11.18
526,Riberalta,BO,2020-02-21 23:48:22,-10.98,-66.1,73.38,99,100,3.38
527,Kungurtug,RU,2020-02-21 23:48:23,50.6,97.52,5.09,79,98,1.7
528,Doka,SD,2020-02-21 23:48:23,13.52,35.77,70.48,27,11,11.3
529,Kajaani,FI,2020-02-21 23:48:23,64.17,27.67,33.8,84,75,16.11
530,Kristiansund,NO,2020-02-21 23:48:23,63.11,7.73,42.8,60,100,46.08
531,Nova Olimpia,BR,2020-02-21 23:48:23,-14.8,-57.29,74.28,97,100,4.68
532,Havre-Saint-Pierre,CA,2020-02-21 23:48:24,50.23,-63.6,6.8,92,90,15.84
533,Praya,CV,2020-02-21 23:48:24,14.92,-23.51,69.8,73,20,19.46
534,Gasa,PS,2020-02-21 23:48:24,31.5,34.47,55.4,82,40,11.41
535,Yeppoon,AU,2020-02-21 23:48:24,-23.13,150.73,80.6,78,75,5.82
536,Harrogate,GB,2020-02-21 23:46:09,53.99,-1.54,50.0,93,40,23.04
537,Kattivakkam,IN,2020-02-21 23:48:24,13.22,80.32,80.01,83,40,5.82
538,Leshukonskoye,RU,2020-02-21 23:48:25,64.9,45.76,30.99,84,100,14.36
539,Martapura,ID,2020-02-21 23:48:25,-3.42,114.85,77.85,91,99,0.72
540,Port Shepstone,ZA,2020-02-21 23:48:25,-30.74,30.45,69.03,93,0,4.09
541,Halifax,CA,2020-02-21 23:45:30,44.65,-63.57,18.0,34,5,2.24
542,Lufilufi,WS,2020-02-21 23:48:25,-13.87,-171.6,78.01,94,100,18.01
543,Del Rio,US,2020-02-21 23:48:26,29.36,-100.9,55.99,35,90,6.93
544,Sola,VU,2020-02-21 23:48:26,-13.88,167.55,87.8,70,75,5.82
545,Nelson Bay,AU,2020-02-21 23:46:58,-32.72,152.15,77.0,60,75,10.29
546,Iaciara,BR,2020-02-21 23:43:40,-14.1,-46.63,71.96,86,100,2.28
547,Mitsamiouli,KM,2020-02-21 23:48:27,-11.38,43.28,84.58,76,100,9.86
548,Price,US,2020-02-21 23:48:20,39.6,-110.81,44.6,19,1,3.36
549,Teknaf,BD,2020-02-21 23:48:27,20.86,92.31,55.78,66,0,1.97
550,West Bay,KY,2020-02-21 23:48:27,19.37,-81.42,82.4,74,40,6.93
551,Tilichiki,RU,2020-02-21 23:47:50,60.47,166.1,-7.78,79,8,4.47
552,Carauari,BR,2020-02-21 23:48:28,-4.88,-66.9,76.75,90,99,1.45
553,Taltal,CL,2020-02-21 23:48:28,-25.4,-70.48,60.15,90,77,1.97
554,Chimbote,PE,2020-02-21 23:48:28,-9.09,-78.58,76.42,68,95,5.95
555,Maltahohe,NA,2020-02-21 23:48:28,-24.83,16.98,69.78,76,95,2.66
556,Rotifunk,SL,2020-02-21 23:48:28,8.23,-12.68,75.97,91,23,2.48
557,Beira,MZ,2020-02-21 23:48:29,-19.84,34.84,82.4,88,40,3.36
558,Marquette,US,2020-02-21 23:48:29,46.53,-87.63,41.0,35,5,13.87
559,Thunder Bay,CA,2020-02-21 23:47:47,48.4,-89.32,39.2,41,20,12.75
560,Kudymkar,RU,2020-02-21 23:48:29,59.02,54.66,16.92,95,60,4.23
561,Isagarh,IN,2020-02-21 23:48:30,24.83,77.88,56.66,72,15,3.51
562,Balkanabat,TM,2020-02-21 23:48:30,39.51,54.37,38.93,75,27,4.45
563,Clarence Town,AU,2020-02-21 23:48:30,-32.58,151.78,77.0,60,75,10.29
564,Greenville,US,2020-02-21 23:48:30,35.61,-77.37,32.0,79,1,5.93
565,Kindu,CD,2020-02-21 23:48:30,-2.95,25.95,71.92,94,97,1.25
566,Wattegama,LK,2020-02-21 23:48:31,6.8,81.48,72.57,96,81,5.14
567,Ciudad Bolivar,VE,2020-02-21 23:45:55,8.12,-63.55,85.6,47,61,11.86
568,Torbay,CA,2020-02-21 23:48:31,47.67,-52.73,17.01,56,20,14.99
569,Castiglione Delle Stiviere,IT,2020-02-21 23:48:31,45.39,10.49,45.0,86,43,3.36
570,Gornopravdinsk,RU,2020-02-21 23:48:31,60.05,69.9,6.4,96,72,5.32
571,Guarapari,BR,2020-02-21 23:48:31,-20.67,-40.5,80.6,83,75,12.75
572,Chara,RU,2020-02-21 23:48:32,56.91,118.26,-0.69,73,100,0.63
573,Juuru,EE,2020-02-21 23:48:32,59.06,24.96,39.99,86,20,13.87
574,Luwuk,ID,2020-02-21 23:48:32,-0.95,122.79,81.09,76,72,6.53
575,Tanout,NE,2020-02-21 23:48:32,14.97,8.89,68.63,16,89,13.94
576,Sevsk,RU,2020-02-21 23:48:32,52.15,34.49,29.32,96,34,5.48
577,Gamba,GA,2020-02-21 23:48:33,-2.65,10.0,80.31,83,100,2.77
578,Knysna,ZA,2020-02-21 23:48:33,-34.04,23.05,60.8,87,0,4.7
579,Tangwani,PK,2020-02-21 23:48:33,28.28,69.0,57.2,76,0,9.66
580,Victor Harbor,AU,2020-02-21 23:48:33,-35.57,138.62,75.99,52,0,4.7
581,Gubkinskiy,RU,2020-02-21 23:47:49,64.43,76.5,0.46,92,2,14.52
582,Abilene,US,2020-02-21 23:48:17,32.45,-99.73,50.0,39,1,8.05
583,Ust-Nera,RU,2020-02-21 23:48:34,64.57,143.2,-26.37,99,100,2.26
584,Voh,NC,2020-02-21 23:48:34,-20.97,164.7,81.37,71,0,6.38
585,Makakilo City,US,2020-02-21 23:48:34,21.35,-158.09,82.4,42,40,19.46
586,Lososina,RU,2020-02-21 23:48:34,49.0,140.31,11.44,70,100,1.54
587,Guanica,PR,2020-02-21 23:48:35,17.97,-66.91,79.0,74,1,9.13
588,Ust-Karsk,RU,2020-02-21 23:48:35,52.7,118.81,-1.28,98,19,2.39
589,Plettenberg Bay,ZA,2020-02-21 23:48:35,-34.05,23.37,64.09,87,0,4.54
590,Balikpapan,ID,2020-02-21 23:47:48,-1.27,116.83,77.0,88,20,8.05
591,Zavitinsk,RU,2020-02-21 23:48:35,50.12,129.45,1.51,88,100,7.11
592,Wajima,JP,2020-02-21 23:48:36,37.4,136.9,46.4,70,100,5.82
593,Gazojak,TM,2020-02-21 23:48:36,41.19,61.4,38.3,93,79,7.83
594,Paveh,IR,2020-02-21 23:48:36,35.04,46.36,34.56,84,100,4.76
595,Ramapuram,IN,2020-02-21 23:48:36,13.12,79.2,70.92,84,87,2.55
596,Houma,US,2020-02-21 23:48:20,29.6,-90.72,55.4,43,1,9.17
597,Quatre Cocos,MU,2020-02-21 23:48:36,-20.21,57.76,77.0,73,40,4.7
598,Nisporeni,MD,2020-02-21 23:48:37,47.08,28.18,37.0,100,20,4.7
599,Araguacu,BR,2020-02-21 23:48:37,-12.93,-49.83,74.61,92,100,2.21
600,Ermoupolis,GR,2020-02-21 23:48:37,37.44,24.94,53.01,53,8,20.8
601,Palauig,PH,2020-02-21 23:48:37,15.44,119.9,74.1,55,0,3.87
602,Batagay,RU,2020-02-21 23:48:38,67.63,134.63,-4.9,97,100,3.53
603,Barda,AZ,2020-02-21 23:48:38,40.37,47.13,44.64,86,89,7.36
